Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/30/2023,02/20/2022,02/26/2022,By Week,2022,,8,02/26/2022,Virginia,212,"1,616",116,169,102,,280,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/27/2022,03/05/2022,By Week,2022,,9,03/05/2022,Virginia,146,"1,611",115,118,63,,202,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/06/2022,03/12/2022,By Week,2022,,10,03/12/2022,Virginia,111,"1,507",110,73,31,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/13/2022,03/19/2022,By Week,2022,,11,03/19/2022,Virginia,74,"1,544",114,87,32,0,129,
01/30/2023,03/20/2022,03/26/2022,By Week,2022,,12,03/26/2022,Virginia,76,"1,467",105,83,30,,133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/27/2022,04/02/2022,By Week,2022,,13,04/02/2022,Virginia,47,"1,428",106,73,17,0,103,
01/30/2023,04/03/2022,04/09/2022,By Week,2022,,14,04/09/2022,Virginia,37,"1,414",104,60,14,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/10/2022,04/16/2022,By Week,2022,,15,04/16/2022,Virginia,36,"1,479",110,64,15,0,85,
01/30/2023,04/17/2022,04/23/2022,By Week,2022,,16,04/23/2022,Virginia,31,"1,402",108,58,,0,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/24/2022,04/30/2022,By Week,2022,,17,04/30/2022,Virginia,29,"1,441",113,71,,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/01/2022,05/07/2022,By Week,2022,,18,05/07/2022,Virginia,27,"1,436",112,63,,0,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/08/2022,05/14/2022,By Week,2022,,19,05/14/2022,Virginia,44,"1,405",111,65,17,,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/15/2022,05/21/2022,By Week,2022,,20,05/21/2022,Virginia,32,"1,472",119,70,11,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/22/2022,05/28/2022,By Week,2022,,21,05/28/2022,Virginia,60,"1,432",115,77,21,0,116,
01/30/2023,05/29/2022,06/04/2022,By Week,2022,,22,06/04/2022,Virginia,51,"1,518",119,63,13,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/05/2022,06/11/2022,By Week,2022,,23,06/11/2022,Virginia,59,"1,469",117,68,17,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/12/2022,06/18/2022,By Week,2022,,24,06/18/2022,Virginia,52,"1,381",109,61,17,0,96,
01/30/2023,06/19/2022,06/25/2022,By Week,2022,,25,06/25/2022,Virginia,69,"1,524",124,82,23,,129,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/26/2022,07/02/2022,By Week,2022,,26,07/02/2022,Virginia,49,"1,411",115,61,12,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/03/2022,07/09/2022,By Week,2022,,27,07/09/2022,Virginia,53,"1,305",106,64,17,0,100,
01/30/2023,07/10/2022,07/16/2022,By Week,2022,,28,07/16/2022,Virginia,70,"1,537",122,67,21,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/17/2022,07/23/2022,By Week,2022,,29,07/23/2022,Virginia,75,"1,590",130,78,20,,133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/24/2022,07/30/2022,By Week,2022,,30,07/30/2022,Virginia,73,"1,458",121,59,25,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/31/2022,08/06/2022,By Week,2022,,31,08/06/2022,Virginia,72,"1,508",124,81,20,0,133,
01/30/2023,08/07/2022,08/13/2022,By Week,2022,,32,08/13/2022,Virginia,76,"1,477",117,66,25,0,117,
01/30/2023,08/14/2022,08/20/2022,By Week,2022,,33,08/20/2022,Virginia,87,"1,470",120,66,24,0,129,
01/30/2023,08/21/2022,08/27/2022,By Week,2022,,34,08/27/2022,Virginia,77,"1,514",123,67,19,0,125,
01/30/2023,08/28/2022,09/03/2022,By Week,2022,,35,09/03/2022,Virginia,87,"1,430",115,66,23,0,130,
01/30/2023,09/04/2022,09/10/2022,By Week,2022,,36,09/10/2022,Virginia,66,"1,480",120,91,21,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/11/2022,09/17/2022,By Week,2022,,37,09/17/2022,Virginia,76,"1,468",119,72,24,0,124,
01/30/2023,09/18/2022,09/24/2022,By Week,2022,,38,09/24/2022,Virginia,59,"1,509",117,74,21,0,112,
01/30/2023,09/25/2022,10/01/2022,By Week,2022,,39,10/01/2022,Virginia,61,"1,526",121,75,20,0,116,
01/30/2023,10/02/2022,10/08/2022,By Week,2022,,40,10/08/2022,Virginia,59,"1,528",121,63,19,0,103,
01/30/2023,10/09/2022,10/15/2022,By Week,2022,,41,10/15/2022,Virginia,59,"1,514",120,83,18,,126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/16/2022,10/22/2022,By Week,2022,,42,10/22/2022,Virginia,46,"1,456",111,67,11,,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/23/2022,10/29/2022,By Week,2022,,43,10/29/2022,Virginia,45,"1,523",117,82,16,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/30/2022,11/05/2022,By Week,2022,,44,11/05/2022,Virginia,52,"1,512",114,67,14,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/06/2022,11/12/2022,By Week,2022,,45,11/12/2022,Virginia,51,"1,521",118,53,,,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/13/2022,11/19/2022,By Week,2022,,46,11/19/2022,Virginia,44,"1,507",115,77,15,11,117,
01/30/2023,11/20/2022,11/26/2022,By Week,2022,,47,11/26/2022,Virginia,42,"1,672",126,89,15,17,133,
01/30/2023,11/27/2022,12/03/2022,By Week,2022,,48,12/03/2022,Virginia,37,"1,549",113,67,12,16,108,
01/30/2023,12/04/2022,12/10/2022,By Week,2022,,49,12/10/2022,Virginia,58,"1,611",118,86,13,29,159,
01/30/2023,12/11/2022,12/17/2022,By Week,2022,,50,12/17/2022,Virginia,73,"1,625",116,93,27,16,155,
01/30/2023,12/18/2022,12/24/2022,By Week,2022,,51,12/24/2022,Virginia,63,"1,396",98,88,27,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/25/2022,12/31/2022,By Week,2022,,52,12/31/2022,Virginia,66,"1,435",102,92,20,14,151,
01/30/2023,01/01/2023,01/07/2023,By Week,2023,,1,01/07/2023,Virginia,95,"1,406",98,94,38,,157,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/08/2023,01/14/2023,By Week,2023,,2,01/14/2023,Virginia,90,"1,320",91,70,22,,146,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/15/2023,01/21/2023,By Week,2023,,3,01/21/2023,Virginia,74,"1,052",73,67,22,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/22/2023,01/28/2023,By Week,2023,,4,01/28/2023,Virginia,17,250,18,10,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Washington,0,"1,183",95,80,0,12,92,
01/30/2023,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Washington,0,"1,246",95,80,0,13,93,
01/30/2023,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Washington,0,"1,221",97,66,0,15,81,
01/30/2023,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Washington,0,"1,192",97,75,0,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Washington,0,"1,200",102,71,0,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Washington,0,"1,180",100,73,0,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Washington,0,"1,179",97,85,0,11,96,
01/30/2023,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Washington,0,"1,115",95,70,0,,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Washington,,"1,135",97,81,,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Washington,21,"1,208",105,100,14,16,122,
01/30/2023,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Washington,28,"1,165",100,91,16,,111,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Washington,65,"1,224",103,121,28,17,174,
01/30/2023,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Washington,126,"1,294",117,167,66,,234,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Washington,160,"1,305",114,162,85,,245,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Washington,149,"1,304",116,140,85,0,204,
01/30/2023,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Washington,125,"1,251",116,131,70,,190,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Washington,108,"1,231",119,110,52,,167,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Washington,80,"1,157",106,97,42,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Washington,88,"1,211",112,88,45,,133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Washington,71,"1,138",104,94,36,,131,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Washington,49,"1,114",110,70,24,0,95,
01/30/2023,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Washington,37,"1,058",101,65,19,0,83,
01/30/2023,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Washington,35,"1,055",99,48,18,0,65,
01/30/2023,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Washington,44,"1,101",107,65,24,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Washington,31,"1,133",110,62,14,0,79,
01/30/2023,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Washington,41,"1,084",104,54,18,0,77,
01/30/2023,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Washington,44,"1,126",106,75,22,0,97,
01/30/2023,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Washington,58,"1,162",109,85,30,0,113,
01/30/2023,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Washington,51,"1,180",114,72,29,0,94,
01/30/2023,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Washington,77,"1,180",116,85,36,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Washington,92,"1,229",119,87,38,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Washington,85,"1,234",119,90,37,0,138,
01/30/2023,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Washington,77,"1,174",114,79,34,0,122,
01/30/2023,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Washington,52,"1,199",120,84,27,0,109,
01/30/2023,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Washington,46,"1,118",109,65,26,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Washington,42,"1,240",118,64,16,0,90,
01/30/2023,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Washington,31,"1,146",114,72,17,0,86,
01/30/2023,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Washington,44,"1,178",115,96,28,,113,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Washington,49,"1,168",114,75,29,0,95,
01/30/2023,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Washington,49,"1,143",109,79,22,0,106,
01/30/2023,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Washington,39,"1,162",107,72,27,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Washington,44,"1,149",108,77,23,0,98,
01/30/2023,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Washington,68,"1,195",107,95,34,0,129,
01/30/2023,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Washington,71,"1,194",108,98,35,0,134,
01/30/2023,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Washington,70,"1,274",116,92,38,0,124,
01/30/2023,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Washington,91,"1,313",120,114,51,0,154,
01/30/2023,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Washington,113,"1,325",122,111,60,0,164,
01/30/2023,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Washington,149,"1,246",113,123,75,0,197,
01/30/2023,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Washington,209,"1,354",124,196,127,0,278,
01/30/2023,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Washington,224,"1,412",123,178,126,0,276,
01/30/2023,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Washington,221,"1,381",120,194,138,0,277,
01/30/2023,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Washington,208,"1,392",122,171,111,0,268,
01/30/2023,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,Washington,188,"1,348",118,188,122,0,254,
01/30/2023,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Washington,218,"1,427",114,185,135,0,268,
01/30/2023,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Washington,171,"1,395",107,158,100,,230,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,Washington,176,"1,305",104,138,93,,221,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,Washington,152,"1,331",108,136,86,0,202,
01/30/2023,01/31/2021,02/06/2021,By Week,2021,,5,02/06/2021,Washington,149,"1,346",114,130,78,0,201,
01/30/2023,02/07/2021,02/13/2021,By Week,2021,,6,02/13/2021,Washington,95,"1,236",104,113,63,0,145,
01/30/2023,02/14/2021,02/20/2021,By Week,2021,,7,02/20/2021,Washington,87,"1,254",103,104,59,0,132,
01/30/2023,02/21/2021,02/27/2021,By Week,2021,,8,02/27/2021,Washington,81,"1,234",105,97,44,0,134,
01/30/2023,02/28/2021,03/06/2021,By Week,2021,,9,03/06/2021,Washington,60,"1,245",106,98,42,0,116,
01/30/2023,03/07/2021,03/13/2021,By Week,2021,,10,03/13/2021,Washington,42,"1,193",103,81,26,0,97,
01/30/2023,03/14/2021,03/20/2021,By Week,2021,,11,03/20/2021,Washington,39,"1,166",100,65,21,0,83,
01/30/2023,03/21/2021,03/27/2021,By Week,2021,,12,03/27/2021,Washington,45,"1,211",102,72,32,0,85,
01/30/2023,03/28/2021,04/03/2021,By Week,2021,,13,04/03/2021,Washington,36,"1,180",107,41,19,0,58,
01/30/2023,04/04/2021,04/10/2021,By Week,2021,,14,04/10/2021,Washington,49,"1,203",105,80,34,0,95,
01/30/2023,04/11/2021,04/17/2021,By Week,2021,,15,04/17/2021,Washington,59,"1,195",107,82,37,0,104,
01/30/2023,04/18/2021,04/24/2021,By Week,2021,,16,04/24/2021,Washington,61,"1,210",112,76,31,0,106,
01/30/2023,04/25/2021,05/01/2021,By Week,2021,,17,05/01/2021,Washington,62,"1,225",119,101,44,0,119,
01/30/2023,05/02/2021,05/08/2021,By Week,2021,,18,05/08/2021,Washington,62,"1,210",111,91,41,0,112,
01/30/2023,05/09/2021,05/15/2021,By Week,2021,,19,05/15/2021,Washington,74,"1,185",110,100,58,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/16/2021,05/22/2021,By Week,2021,,20,05/22/2021,Washington,51,"1,149",105,84,36,0,99,
01/30/2023,05/23/2021,05/29/2021,By Week,2021,,21,05/29/2021,Washington,68,"1,196",118,98,46,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/30/2021,06/05/2021,By Week,2021,,22,06/05/2021,Washington,50,"1,242",118,94,35,0,109,
01/30/2023,06/06/2021,06/12/2021,By Week,2021,,23,06/12/2021,Washington,58,"1,258",119,95,45,0,108,
01/30/2023,06/13/2021,06/19/2021,By Week,2021,,24,06/19/2021,Washington,42,"1,160",113,80,27,0,95,
01/30/2023,06/20/2021,06/26/2021,By Week,2021,,25,06/26/2021,Washington,47,"1,273",123,75,31,0,91,
01/30/2023,06/27/2021,07/03/2021,By Week,2021,,26,07/03/2021,Washington,47,"1,586",152,76,33,0,90,
01/30/2023,07/04/2021,07/10/2021,By Week,2021,,27,07/10/2021,Washington,36,"1,289",121,71,21,0,86,
01/30/2023,07/11/2021,07/17/2021,By Week,2021,,28,07/17/2021,Washington,25,"1,226",115,75,19,0,81,
01/30/2023,07/18/2021,07/24/2021,By Week,2021,,29,07/24/2021,Washington,35,"1,239",120,78,25,0,88,
01/30/2023,07/25/2021,07/31/2021,By Week,2021,,30,07/31/2021,Washington,49,"1,227",120,81,33,0,97,
01/30/2023,08/01/2021,08/07/2021,By Week,2021,,31,08/07/2021,Washington,80,"1,276",123,88,50,0,118,
01/30/2023,08/08/2021,08/14/2021,By Week,2021,,32,08/14/2021,Washington,115,"1,315",127,123,78,0,160,
01/30/2023,08/15/2021,08/21/2021,By Week,2021,,33,08/21/2021,Washington,165,"1,329",129,152,106,0,211,
01/30/2023,08/22/2021,08/28/2021,By Week,2021,,34,08/28/2021,Washington,198,"1,413",141,211,149,0,260,
01/30/2023,08/29/2021,09/04/2021,By Week,2021,,35,09/04/2021,Washington,274,"1,545",151,249,192,0,331,
01/30/2023,09/05/2021,09/11/2021,By Week,2021,,36,09/11/2021,Washington,279,"1,488",142,243,195,0,327,
01/30/2023,09/12/2021,09/18/2021,By Week,2021,,37,09/18/2021,Washington,309,"1,492",148,262,214,0,357,
01/30/2023,09/19/2021,09/25/2021,By Week,2021,,38,09/25/2021,Washington,282,"1,499",146,245,200,0,327,
01/30/2023,09/26/2021,10/02/2021,By Week,2021,,39,10/02/2021,Washington,254,"1,498",147,222,167,0,309,
01/30/2023,10/03/2021,10/09/2021,By Week,2021,,40,10/09/2021,Washington,204,"1,431",136,210,152,0,262,
01/30/2023,10/10/2021,10/16/2021,By Week,2021,,41,10/16/2021,Washington,219,"1,437",132,214,152,0,281,
01/30/2023,10/17/2021,10/23/2021,By Week,2021,,42,10/23/2021,Washington,166,"1,373",129,190,127,,230,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/24/2021,10/30/2021,By Week,2021,,43,10/30/2021,Washington,162,"1,396",125,166,120,0,208,
01/30/2023,10/31/2021,11/06/2021,By Week,2021,,44,11/06/2021,Washington,159,"1,418",128,182,129,0,212,
01/30/2023,11/07/2021,11/13/2021,By Week,2021,,45,11/13/2021,Washington,159,"1,397",127,171,125,,206,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/14/2021,11/20/2021,By Week,2021,,46,11/20/2021,Washington,139,"1,341",122,132,99,,173,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/21/2021,11/27/2021,By Week,2021,,47,11/27/2021,Washington,150,"1,336",123,164,109,0,205,
01/30/2023,11/28/2021,12/04/2021,By Week,2021,,48,12/04/2021,Washington,130,"1,377",125,148,95,0,183,
01/30/2023,12/05/2021,12/11/2021,By Week,2021,,49,12/11/2021,Washington,136,"1,393",128,149,103,0,182,
01/30/2023,12/12/2021,12/18/2021,By Week,2021,,50,12/18/2021,Washington,95,"1,340",117,128,67,0,156,
01/30/2023,12/19/2021,12/25/2021,By Week,2021,,51,12/25/2021,Washington,98,"1,407",123,115,68,0,145,
01/30/2023,12/26/2021,01/01/2022,By Week,2021/2022,,52,01/01/2022,Washington,133,"1,453",127,186,106,,215,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/02/2022,01/08/2022,By Week,2022,,1,01/08/2022,Washington,176,"1,545",124,183,121,,239,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/09/2022,01/15/2022,By Week,2022,,2,01/15/2022,Washington,267,"1,631",125,233,171,0,329,
01/30/2023,01/16/2022,01/22/2022,By Week,2022,,3,01/22/2022,Washington,292,"1,615",128,256,193,0,355,
01/30/2023,01/23/2022,01/29/2022,By Week,2022,,4,01/29/2022,Washington,304,"1,598",130,236,184,,357,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/30/2022,02/05/2022,By Week,2022,,5,02/05/2022,Washington,281,"1,569",133,225,158,0,348,
01/30/2023,02/06/2022,02/12/2022,By Week,2022,,6,02/12/2022,Washington,241,"1,487",125,198,146,0,293,
01/30/2023,02/13/2022,02/19/2022,By Week,2022,,7,02/19/2022,Washington,183,"1,395",115,160,107,,237,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/20/2022,02/26/2022,By Week,2022,,8,02/26/2022,Washington,151,"1,321",113,143,92,0,202,
01/30/2023,02/27/2022,03/05/2022,By Week,2022,,9,03/05/2022,Washington,102,"1,306",111,123,64,0,161,
01/30/2023,03/06/2022,03/12/2022,By Week,2022,,10,03/12/2022,Washington,57,"1,259",109,100,34,,124,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/13/2022,03/19/2022,By Week,2022,,11,03/19/2022,Washington,53,"1,256",108,84,29,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/20/2022,03/26/2022,By Week,2022,,12,03/26/2022,Washington,44,"1,221",103,70,20,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/27/2022,04/02/2022,By Week,2022,,13,04/02/2022,Washington,20,"1,209",109,52,10,0,62,
01/30/2023,04/03/2022,04/09/2022,By Week,2022,,14,04/09/2022,Washington,24,"1,241",108,67,12,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/10/2022,04/16/2022,By Week,2022,,15,04/16/2022,Washington,33,"1,280",114,65,17,0,81,
01/30/2023,04/17/2022,04/23/2022,By Week,2022,,16,04/23/2022,Washington,29,"1,219",113,67,11,0,85,
01/30/2023,04/24/2022,04/30/2022,By Week,2022,,17,04/30/2022,Washington,31,"1,250",121,67,,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/01/2022,05/07/2022,By Week,2022,,18,05/07/2022,Washington,27,"1,262",116,63,,0,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/08/2022,05/14/2022,By Week,2022,,19,05/14/2022,Washington,40,"1,222",113,66,17,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/15/2022,05/21/2022,By Week,2022,,20,05/21/2022,Washington,31,"1,231",113,79,12,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/22/2022,05/28/2022,By Week,2022,,21,05/28/2022,Washington,56,"1,237",122,94,28,,124,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/29/2022,06/04/2022,By Week,2022,,22,06/04/2022,Washington,51,"1,282",122,91,28,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/05/2022,06/11/2022,By Week,2022,,23,06/11/2022,Washington,58,"1,215",115,82,26,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/12/2022,06/18/2022,By Week,2022,,24,06/18/2022,Washington,55,"1,234",120,90,24,0,121,
01/30/2023,06/19/2022,06/25/2022,By Week,2022,,25,06/25/2022,Washington,61,"1,260",122,81,25,0,117,
01/30/2023,06/26/2022,07/02/2022,By Week,2022,,26,07/02/2022,Washington,69,"1,268",121,73,27,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/03/2022,07/09/2022,By Week,2022,,27,07/09/2022,Washington,65,"1,341",126,80,29,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/10/2022,07/16/2022,By Week,2022,,28,07/16/2022,Washington,64,"1,237",116,87,28,,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/17/2022,07/23/2022,By Week,2022,,29,07/23/2022,Washington,83,"1,236",119,95,30,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
