time,regions,n2o
2188,SAS,1.92
2188,SEA,0.64
2188,CHI,0.44
2188,MAF,0.77
2188,SSA,1.37
2188,SIS,0.01
2189,USA,1.52
2189,CAN,0.23
2189,WEU,0.88
2189,JPK,0.14
2189,ANZ,0.14
2189,EEU,0.21
2189,FSU,0.33
2189,MDE,0.36
2189,CAM,0.28
2189,LAM,1.61
2189,SAS,1.92
2189,SEA,0.64
2189,CHI,0.44
2189,MAF,0.77
2189,SSA,1.38
2189,SIS,0.01
2190,USA,1.53
2190,CAN,0.23
2190,WEU,0.88
2190,JPK,0.14
2190,ANZ,0.14
2190,EEU,0.21
2190,FSU,0.33
2190,MDE,0.36
2190,CAM,0.28
2190,LAM,1.61
2190,SAS,1.92
2190,SEA,0.64
2190,CHI,0.44
2190,MAF,0.77
2190,SSA,1.38
2190,SIS,0.01
2191,USA,1.53
2191,CAN,0.23
2191,WEU,0.88
2191,JPK,0.14
2191,ANZ,0.14
2191,EEU,0.21
2191,FSU,0.33
2191,MDE,0.36
2191,CAM,0.28
2191,LAM,1.61
2191,SAS,1.92
2191,SEA,0.64
2191,CHI,0.44
2191,MAF,0.77
2191,SSA,1.38
2191,SIS,0.01
2192,USA,1.53
2192,CAN,0.23
2192,WEU,0.88
2192,JPK,0.14
2192,ANZ,0.14
2192,EEU,0.21
2192,FSU,0.33
2192,MDE,0.36
2192,CAM,0.28
2192,LAM,1.61
2192,SAS,1.93
2192,SEA,0.64
2192,CHI,0.44
2192,MAF,0.77
2192,SSA,1.38
2192,SIS,0.01
2193,USA,1.53
2193,CAN,0.23
2193,WEU,0.88
2193,JPK,0.14
2193,ANZ,0.14
2193,EEU,0.21
2193,FSU,0.33
2193,MDE,0.36
2193,CAM,0.28
2193,LAM,1.61
2193,SAS,1.93
2193,SEA,0.64
2193,CHI,0.44
2193,MAF,0.77
2193,SSA,1.38
2193,SIS,0.01
2194,USA,1.53
2194,CAN,0.23
2194,WEU,0.88
2194,JPK,0.14
2194,ANZ,0.14
2194,EEU,0.21
2194,FSU,0.33
2194,MDE,0.36
2194,CAM,0.28
2194,LAM,1.62
2194,SAS,1.93
2194,SEA,0.64
2194,CHI,0.44
2194,MAF,0.77
2194,SSA,1.38
2194,SIS,0.01
2195,USA,1.53
2195,CAN,0.23
2195,WEU,0.88
2195,JPK,0.14
2195,ANZ,0.14
2195,EEU,0.21
2195,FSU,0.33
2195,MDE,0.36
2195,CAM,0.28
2195,LAM,1.62
2195,SAS,1.93
2195,SEA,0.64
2195,CHI,0.44
2195,MAF,0.77
2195,SSA,1.38
2195,SIS,0.01
2196,USA,1.53
2196,CAN,0.23
2196,WEU,0.88
2196,JPK,0.14
2196,ANZ,0.14
2196,EEU,0.21
2196,FSU,0.33
2196,MDE,0.36
2196,CAM,0.28
2196,LAM,1.62
2196,SAS,1.93
2196,SEA,0.64
2196,CHI,0.44
2196,MAF,0.77
2196,SSA,1.38
2196,SIS,0.01
2197,USA,1.53
2197,CAN,0.23
2197,WEU,0.88
2197,JPK,0.14
2197,ANZ,0.14
2197,EEU,0.21
2197,FSU,0.33
2197,MDE,0.36
2197,CAM,0.28
2197,LAM,1.62
2197,SAS,1.93
2197,SEA,0.64
2197,CHI,0.44
2197,MAF,0.77
2197,SSA,1.38
2197,SIS,0.01
2198,USA,1.53
2198,CAN,0.23
2198,WEU,0.88
2198,JPK,0.14
2198,ANZ,0.14
2198,EEU,0.21
2198,FSU,0.33
2198,MDE,0.36
2198,CAM,0.28
2198,LAM,1.62
2198,SAS,1.93
2198,SEA,0.64
2198,CHI,0.44
2198,MAF,0.77
2198,SSA,1.38
2198,SIS,0.01
2199,USA,1.53
2199,CAN,0.23
2199,WEU,0.88
2199,JPK,0.14
2199,ANZ,0.14
2199,EEU,0.21
2199,FSU,0.33
2199,MDE,0.36
2199,CAM,0.28
2199,LAM,1.62
2199,SAS,1.93
2199,SEA,0.64
2199,CHI,0.44
2199,MAF,0.77
2199,SSA,1.38
2199,SIS,0.01
2200,USA,1.53
2200,CAN,0.23
2200,WEU,0.88
2200,JPK,0.14
2200,ANZ,0.14
2200,EEU,0.21
2200,FSU,0.33
2200,MDE,0.36
2200,CAM,0.28
2200,LAM,1.62
2200,SAS,1.93
2200,SEA,0.64
2200,CHI,0.44
2200,MAF,0.77
2200,SSA,1.38
2200,SIS,0.01
